Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Static_Window_Size,Fraction_of_Total_Window,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Number_of_Partitions,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
pcs,./pcs_sim,500,16,64,1.0,asynchronous,1000,32,20.3116,10000,18,8208041,0,2363052,0,663877,193816,16905360,2363052,8474624,5844989,404
pcs,./pcs_sim,500,32,64,1.0,asynchronous,1000,32,54.235,10000,18,8228007,0,2383018,0,664333,195173,16925781,2383018,8480164,5844989,450
pcs,./pcs_sim,500,16,128,1.0,asynchronous,1000,32,21.3601,10000,18,8182566,0,2337577,0,659315,189837,16673589,2337577,8432361,5844989,391
pcs,./pcs_sim,500,32,128,1.0,asynchronous,1000,32,58.8592,10000,18,8202447,0,2357458,0,661303,191570,16797369,2357458,8451492,5844989,457
pcs,./pcs_sim,500,16,256,1.0,asynchronous,1000,32,21.9437,10000,18,8167535,0,2322546,0,657632,187692,16646898,2322546,8425497,5844989,389
pcs,./pcs_sim,500,32,256,1.0,asynchronous,1000,32,58.1745,10000,18,8196274,0,2351285,0,660339,190879,16741344,2351285,8446426,5844989,460
pcs,./pcs_sim,500,4,0,0.75,asynchronous,1000,32,33.4867,10000,18,8141088,0,2296099,0,652714,183411,16404227,2296099,8385610,5844989,349
pcs,./pcs_sim,500,8,0,0.75,asynchronous,1000,32,23.039,10000,18,8227253,0,2382264,0,665663,196414,17016687,2382264,8493175,5844989,369
pcs,./pcs_sim,500,4,0,0.50,asynchronous,1000,32,34.6513,10000,18,8149558,0,2304569,0,653429,184714,16507293,2304569,8397621,5844989,346
pcs,./pcs_sim,500,8,0,0.50,asynchronous,1000,32,20.2195,10000,18,8189002,0,2344013,0,660511,190937,16747834,2344013,8446276,5844989,374
pcs,./pcs_sim,500,4,0,0.25,asynchronous,1000,32,32.0766,10000,18,8153972,0,2308983,0,654584,186075,16533125,2308983,8410559,5844989,350
pcs,./pcs_sim,500,8,0,0.25,asynchronous,1000,32,22.0715,10000,18,8208555,0,2363566,0,663196,193598,16885328,2363566,8467641,5844989,373
pcs,./pcs_sim,500,4,0,0.05,asynchronous,1000,32,32.0688,10000,18,8182873,0,2337884,0,659227,190901,16740640,2337884,8447210,5844989,350
pcs,./pcs_sim,500,8,0,0.05,asynchronous,1000,32,21.1968,10000,18,8163220,0,2318231,0,656051,186835,16609049,2318231,8409889,5844989,370
pcs,./pcs_sim,500,16,0,0.75,asynchronous,1000,32,22.1543,10000,18,8153048,0,2308059,0,654350,185455,16470135,2308059,8398129,5844989,385
