Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Block_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,1,128,off,asynchronous,1000,32,34.8072,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,443
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,1,256,off,asynchronous,1000,32,40.3242,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,457
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,2,32,off,asynchronous,1000,32,20.4493,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,485
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,2,64,off,asynchronous,1000,32,18.8741,100000,9239401,0,10,0,7,0,76,10,9239402,9239391,520
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,2,128,off,asynchronous,1000,32,15.1867,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,500
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,2,256,off,asynchronous,1000,32,18.8006,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,480
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,2,32,off,asynchronous,1000,32,16.3804,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,485
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,2,64,off,asynchronous,1000,32,18.4023,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,475
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,2,128,off,asynchronous,1000,32,15.9015,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,497
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,2,256,off,asynchronous,1000,32,18.7934,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,480
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,2,32,off,asynchronous,1000,32,20.272,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,480
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,2,64,off,asynchronous,1000,32,16.6759,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,499
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,2,128,off,asynchronous,1000,32,19.9048,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,479
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,2,256,off,asynchronous,1000,32,20.112,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,506
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,4,32,off,asynchronous,1000,32,11.0963,100000,9239411,0,20,0,15,0,222,20,9239412,9239391,592
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,4,64,off,asynchronous,1000,32,9.00063,100000,9239444,0,53,0,23,0,323,53,9239449,9239391,616
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,4,128,off,asynchronous,1000,32,9.40935,100000,9239436,0,45,0,19,0,332,45,9239450,9239391,618
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,4,256,off,asynchronous,1000,32,11.7783,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,549
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,4,32,off,asynchronous,1000,32,10.9479,100000,9239431,0,40,0,17,0,284,40,9239438,9239391,580
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,4,64,off,asynchronous,1000,32,10.0787,100000,9239396,0,5,0,5,0,51,5,9239396,9239391,582
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,4,128,off,asynchronous,1000,32,8.42996,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,582
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,4,256,off,asynchronous,1000,32,10.9069,100000,9239394,0,3,0,2,0,51,3,9239394,9239391,559
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,4,32,off,asynchronous,1000,32,11.1131,100000,9239404,0,13,0,8,0,168,13,9239406,9239391,579
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,4,64,off,asynchronous,1000,32,9.34439,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,552
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,4,128,off,asynchronous,1000,32,9.32698,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,568
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,4,256,off,asynchronous,1000,32,11.2306,100000,9239700,0,309,0,182,0,3831,309,9239725,9239391,611
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,8,32,off,asynchronous,1000,32,8.85661,100000,9240152,0,762,0,136,25,2630,762,9240251,9239390,722
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,8,64,off,asynchronous,1000,32,7.92515,100000,9240006,0,615,0,137,14,2505,615,9240081,9239391,723
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,8,128,off,asynchronous,1000,32,9.18951,100000,9239738,0,347,0,106,2,2074,347,9239765,9239391,726
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,8,256,off,asynchronous,1000,32,9.13229,100000,9239910,0,525,0,134,9,2103,525,9239960,9239385,654
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,8,32,off,asynchronous,1000,32,8.13842,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,638
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,8,64,off,asynchronous,1000,32,6.93732,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,652
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,8,128,off,asynchronous,1000,32,8.1062,100000,9239425,0,34,0,23,0,434,34,9239434,9239391,653
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,8,256,off,asynchronous,1000,32,6.99541,100000,9239407,0,16,0,11,0,205,16,9239408,9239391,677
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,8,32,off,asynchronous,1000,32,8.91708,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,595
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,8,64,off,asynchronous,1000,32,8.96143,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,592
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,8,128,off,asynchronous,1000,32,8.28029,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,595
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,8,256,off,asynchronous,1000,32,10.0349,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,556
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,16,32,off,asynchronous,1000,32,7.29595,100000,9240139,0,747,0,156,17,2565,747,9240219,9239392,815
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,16,64,off,asynchronous,1000,32,6.96966,100000,9241019,0,1626,0,330,23,6230,1626,9241192,9239393,822
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,16,128,off,asynchronous,1000,32,8.20104,100000,9239463,0,72,0,37,0,657,72,9239494,9239391,731
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,16,256,off,asynchronous,1000,32,6.43049,100000,9241809,0,2448,0,439,54,9290,2448,9242025,9239361,841
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,16,32,off,asynchronous,1000,32,6.94151,100000,9239457,0,66,0,33,0,650,66,9239456,9239391,653
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,16,64,off,asynchronous,1000,32,7.37751,100000,9239504,0,112,0,56,0,945,112,9239513,9239392,649
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,16,128,off,asynchronous,1000,32,6.92076,100000,9239427,0,36,0,16,0,255,36,9239435,9239391,666
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,16,256,off,asynchronous,1000,32,8.17867,100000,9239395,0,4,0,5,0,85,4,9239398,9239391,636
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,16,32,off,asynchronous,1000,32,8.28902,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,612
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,16,64,off,asynchronous,1000,32,9.08601,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,596
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,16,128,off,asynchronous,1000,32,9.08379,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,585
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,16,256,off,asynchronous,1000,32,8.11936,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,602
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,1,32,off,asynchronous,1000,32,39.7337,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,419
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,1,64,off,asynchronous,1000,32,38.919,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,422
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,1,128,off,asynchronous,1000,32,42.8523,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,426
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,1,256,off,asynchronous,1000,32,43.8025,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,415
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,1,32,off,asynchronous,1000,32,39.4051,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,423
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,1,64,off,asynchronous,1000,32,32.3179,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,425
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,1,128,off,asynchronous,1000,32,38.8065,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,415
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,1,256,off,asynchronous,1000,32,33.3955,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,427
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,2,32,off,asynchronous,1000,32,29.2164,100000,9239668,0,279,0,78,1,1261,279,9239675,9239389,549
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,2,64,off,asynchronous,1000,32,27.2943,100000,9239396,0,5,0,4,0,36,5,9239396,9239391,477
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,2,128,off,asynchronous,1000,32,25.6968,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,460
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,2,256,off,asynchronous,1000,32,24.7241,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,474
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,2,32,off,asynchronous,1000,32,16.3849,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,506
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,2,64,off,asynchronous,1000,32,16.7357,100000,9239412,0,21,0,15,0,182,21,9239420,9239391,540
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,2,128,off,asynchronous,1000,32,16.6824,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,475
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,2,256,off,asynchronous,1000,32,17.0751,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,490
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,4,32,off,asynchronous,1000,32,25.0967,100000,9239429,0,42,0,22,0,391,42,9239423,9239387,519
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,4,64,off,asynchronous,1000,32,22.3064,100000,9239487,0,98,0,38,0,554,98,9239482,9239389,529
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,4,128,off,asynchronous,1000,32,24.1068,100000,9240294,0,906,0,129,27,2409,906,9240358,9239388,558
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,4,256,off,asynchronous,1000,32,23.4182,100000,9239391,0,0,0,1,0,25,0,9239392,9239391,488
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,4,32,off,asynchronous,1000,32,14.839,100000,9239985,0,595,0,101,11,1654,595,9240017,9239390,566
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,4,64,off,asynchronous,1000,32,13.2763,100000,9239543,0,154,0,46,1,784,154,9239562,9239389,601
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,4,128,off,asynchronous,1000,32,12.3838,100000,9239409,0,18,0,8,0,106,18,9239411,9239391,534
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,4,256,off,asynchronous,1000,32,13.1977,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,522
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,1,32,off,asynchronous,1000,32,40.9161,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,414
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,1,64,off,asynchronous,1000,32,32.7741,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,428
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,1,128,off,asynchronous,1000,32,31.1707,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,430
