Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,stl-multiset,1,off,asynchronous,1000,32,62.0632,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,415
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,stl-multiset,1,off,asynchronous,1000,32,57.8151,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,410
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,stl-multiset,2,off,asynchronous,1000,32,33.7982,100000,9239942,0,553,0,109,6,1750,553,9239942,9239389,563
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,stl-multiset,2,off,asynchronous,1000,32,31.2516,100000,9239649,0,260,0,58,8,877,260,9239672,9239389,520
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,stl-multiset,4,off,asynchronous,1000,32,24.705,100000,9239430,0,36,0,23,0,374,36,9239438,9239394,507
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,stl-multiset,4,off,asynchronous,1000,32,19.172,100000,9239599,0,205,0,49,2,759,205,9239608,9239394,625
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,stl-multiset,1,off,asynchronous,1000,32,77.3763,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,397
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,stl-multiset,1,off,asynchronous,1000,32,84.2174,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,399
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,stl-multiset,1,off,asynchronous,1000,32,76.089,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,405
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,stl-multiset,2,off,asynchronous,1000,32,30.2259,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,446
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,stl-multiset,2,off,asynchronous,1000,32,31.8845,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,435
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,stl-multiset,2,off,asynchronous,1000,32,35.8612,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,447
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,stl-multiset,4,off,asynchronous,1000,32,17.2075,100000,9239517,0,126,0,34,2,522,126,9239541,9239391,533
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,stl-multiset,4,off,asynchronous,1000,32,17.9478,100000,9239689,0,296,0,77,2,1418,296,9239701,9239393,595
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,stl-multiset,4,off,asynchronous,1000,32,15.3405,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,499
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,stl-multiset,8,off,asynchronous,1000,32,10.2365,100000,9241225,0,1841,0,221,80,4731,1841,9241478,9239384,729
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,stl-multiset,8,off,asynchronous,1000,32,11.1533,100000,9240261,0,880,0,226,9,3969,880,9240278,9239381,634
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,stl-multiset,8,off,asynchronous,1000,32,10.3022,100000,9239394,0,3,0,2,0,41,3,9239396,9239391,590
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,stl-multiset,16,off,asynchronous,1000,32,7.12447,100000,9240839,0,1448,0,239,35,4548,1448,9241000,9239391,830
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,stl-multiset,16,off,asynchronous,1000,32,7.89451,100000,9240305,0,906,0,210,14,4354,906,9240424,9239399,748
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,stl-multiset,16,off,asynchronous,1000,32,7.36273,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,636
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,splay-tree,1,off,asynchronous,1000,32,76.0396,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,402
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,splay-tree,1,off,asynchronous,1000,32,82.1376,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,402
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,splay-tree,2,off,asynchronous,1000,32,35.4526,100000,9239393,0,2,0,3,0,27,2,9239395,9239391,454
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,splay-tree,2,off,asynchronous,1000,32,37.2791,100000,9240017,0,625,0,99,15,2256,625,9240044,9239392,571
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,splay-tree,4,off,asynchronous,1000,32,23.1954,100000,9239395,0,4,0,2,0,25,4,9239394,9239391,506
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,splay-tree,4,off,asynchronous,1000,32,19.2848,100000,9239917,0,533,0,75,20,1505,533,9239989,9239384,669
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,splay-tree,1,off,asynchronous,1000,32,99.9793,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,399
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,splay-tree,1,off,asynchronous,1000,32,86.4156,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,396
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,splay-tree,1,off,asynchronous,1000,32,92.1498,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,392
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,16,splay-tree,2,off,asynchronous,1000,32,37.4245,100000,9239704,0,314,0,69,2,1210,314,9239719,9239390,533
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,32,splay-tree,2,off,asynchronous,1000,32,38.3796,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,427
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,64,splay-tree,2,off,asynchronous,1000,32,36.3955,100000,9239391,0,0,0,0,0,0,0,9239391,9239391,445
