Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Chain_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,1,4,off,asynchronous,1000,32,69.2083,100000,13042006,0,4343086,0,3602974,0,58767449,4343086,13739379,8698920,414
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,1,8,off,asynchronous,1000,32,69.9794,100000,13407142,0,4718908,0,3793397,0,62546337,4718908,14080372,8688234,412
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,1,12,off,asynchronous,1000,32,68.8627,100000,13406903,0,4719054,0,3794111,0,62577538,4719054,14080241,8687849,415
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,1,16,off,asynchronous,1000,32,68.9355,100000,13407581,0,4718054,0,3793207,0,62435512,4718054,14084703,8689527,413
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,1,4,off,asynchronous,1000,32,51.3601,100000,13039693,0,4342239,0,3602159,0,58975384,4342239,13721912,8697454,420
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,1,8,off,asynchronous,1000,32,47.8514,100000,13399064,0,4713148,0,3791194,0,62416239,4713148,14057061,8685916,412
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,1,12,off,asynchronous,1000,32,49.3642,100000,13398842,0,4713022,0,3790328,0,62406337,4713022,14056768,8685820,412
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,8,1,16,off,asynchronous,1000,32,55.4257,100000,13400137,0,4714005,0,3790989,0,62492177,4714005,14058975,8686132,412
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,2,4,off,asynchronous,1000,32,57.8185,100000,13046354,0,4344846,0,3604763,0,58817786,4344846,13761042,8701508,426
epidemic,./epidemic_sim-mmodel_100k_ws.dat,6000,4,2,8,off,asynchronous,1000,32,58.7016,100000,13414525,0,4724336,0,3796420,0,62573381,4724336,14105689,8690189,425
