Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Chain_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,4,1,4,off,asynchronous,1000,32,81.261,100000,12876750,0,4286254,0,3629263,0,59568972,4286254,13466646,8590496,688
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,4,1,8,off,asynchronous,1000,32,73.4036,100000,13177574,0,4589513,0,3781263,0,62470265,4589513,13785943,8588061,680
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,4,1,12,off,asynchronous,1000,32,77.2221,100000,13179392,0,4590902,0,3782383,0,62486360,4590902,13789172,8588490,686
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,4,1,16,off,asynchronous,1000,32,72.1036,100000,13179316,0,4590890,0,3782570,0,62492824,4590890,13789495,8588426,681
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,8,1,4,off,asynchronous,1000,32,48.7563,100000,12876665,0,4286290,0,3629265,0,59573100,4286290,13466493,8590375,684
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,8,1,8,off,asynchronous,1000,32,54.8789,100000,13177577,0,4589512,0,3781244,0,62471424,4589512,13785931,8588065,681
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,8,1,12,off,asynchronous,1000,32,52.9404,100000,13179399,0,4590772,0,3782221,0,62467801,4590772,13789358,8588627,681
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,8,1,16,off,asynchronous,1000,32,55.6444,100000,13178991,0,4590563,0,3782120,0,62458829,4590563,13788760,8588428,682
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,4,2,4,off,asynchronous,1000,32,68.6742,100000,12958098,0,4368839,0,3629894,15389,59828609,4368839,13531735,8589259,730
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,4,2,8,off,asynchronous,1000,32,72.3709,100000,13310629,0,4722200,0,3779038,24069,62901747,4722200,13918701,8588429,743
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,4,2,12,off,asynchronous,1000,32,75.1583,100000,13608769,0,5018688,0,3781512,61652,64020620,5018688,14205837,8590081,781
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,4,2,16,off,asynchronous,1000,32,76.3258,100000,13608829,0,5020655,0,3785938,59651,63971379,5020655,14214096,8588174,777
epidemic,./epidemic_sim-mmodel_100k_ba.dat,6000,8,2,4,off,asynchronous,1000,32,40.259,100000,12919462,0,4330683,0,3618022,10717,59396459,4330683,13475133,8588779,743
