Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Chain_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
sandpile,./sandpile_sim,15000,16,4,16,off,asynchronous,1000,32,34.9903,1000000,15986619,0,407510,0,214388,93882,6026912,407510,16091356,15579109,238
sandpile,./sandpile_sim,15000,32,4,4,off,asynchronous,1000,32,34.8284,1000000,16159125,0,580016,0,273071,144780,8581928,580016,16312813,15579109,238
sandpile,./sandpile_sim,15000,32,4,8,off,asynchronous,1000,32,33.4748,1000000,15839541,0,260432,0,139463,61395,3801190,260432,15898752,15579109,241
sandpile,./sandpile_sim,15000,32,4,12,off,asynchronous,1000,32,37.3572,1000000,16718120,0,1139011,0,392258,321164,15687648,1139011,16984674,15579109,230
sandpile,./sandpile_sim,15000,32,4,16,off,asynchronous,1000,32,34.7087,1000000,15977752,0,398643,0,200178,100456,5884373,398643,16080105,15579109,238
sandpile,./sandpile_sim,15000,64,4,4,off,asynchronous,1000,32,39.4081,1000000,16714472,0,1135363,0,469979,316625,17501281,1135363,17023164,15579109,228
sandpile,./sandpile_sim,15000,16,8,4,off,asynchronous,1000,32,55.029,1000000,16020958,0,441849,0,214826,97578,6226350,441849,16109831,15579109,210
sandpile,./sandpile_sim,15000,16,8,8,off,asynchronous,1000,32,65.1645,1000000,16499622,0,920513,0,333116,252976,12697614,920513,16708550,15579109,202
sandpile,./sandpile_sim,15000,16,8,12,off,asynchronous,1000,32,62.8687,1000000,16112407,0,533298,0,263035,105144,7251261,533298,16200565,15579109,204
sandpile,./sandpile_sim,15000,16,8,16,off,asynchronous,1000,32,59.2914,1000000,16190573,0,611464,0,278526,94465,7483757,611464,16223317,15579109,207
sandpile,./sandpile_sim,15000,32,8,4,off,asynchronous,1000,32,51.9251,1000000,16078120,0,499011,0,237683,120730,7256044,499011,16201622,15579109,213
sandpile,./sandpile_sim,15000,32,8,8,off,asynchronous,1000,32,52.7587,1000000,16266548,0,687439,0,270584,174126,9241318,687439,16412807,15579109,212
sandpile,./sandpile_sim,15000,32,8,12,off,asynchronous,1000,32,53.1449,1000000,16130469,0,551360,0,262982,112064,7500490,551360,16223311,15579109,212
sandpile,./sandpile_sim,15000,32,8,16,off,asynchronous,1000,32,54.6087,1000000,16217550,0,638441,0,269240,160834,9010197,638441,16364816,15579109,210
sandpile,./sandpile_sim,15000,64,8,4,off,asynchronous,1000,32,40.7739,1000000,15918705,0,339596,0,175381,80222,4827538,339596,16000751,15579109,228
sandpile,./sandpile_sim,15000,64,8,12,off,asynchronous,1000,32,45.9021,1000000,16086979,0,507870,0,229551,116688,6789488,507870,16176868,15579109,221
sandpile,./sandpile_sim,15000,64,8,16,off,asynchronous,1000,32,0.00550537,1000000,489,0,74,0,57,44,1292,68,543,413,0
sandpile,./sandpile_sim,15000,16,16,4,off,asynchronous,1000,32,78.2791,1000000,15991092,0,411983,0,219324,90261,6025612,411983,16094235,15579109,195
sandpile,./sandpile_sim,15000,16,16,8,off,asynchronous,1000,32,79.9456,1000000,16101018,0,521909,0,253777,124510,7550664,521909,16228339,15579109,194
sandpile,./sandpile_sim,15000,16,16,12,off,asynchronous,1000,32,77.4987,1000000,16040571,0,461462,0,229226,100747,6486449,461462,16135452,15579109,195
sandpile,./sandpile_sim,15000,16,16,16,off,asynchronous,1000,32,84.3864,1000000,16174522,0,595413,0,273584,145062,8611916,595413,16318492,15579109,193
sandpile,./sandpile_sim,15000,32,16,4,off,asynchronous,1000,32,76.6469,1000000,16211592,0,632483,0,295713,101493,8051720,632483,16262247,15579109,196
sandpile,./sandpile_sim,15000,32,16,8,off,asynchronous,1000,32,78.9018,1000000,16180520,0,601411,0,250763,153298,8375502,601411,16317425,15579109,195
sandpile,./sandpile_sim,15000,32,16,12,off,asynchronous,1000,32,78.3903,1000000,16288660,0,709551,0,295630,180259,9927262,709551,16454669,15579109,195
sandpile,./sandpile_sim,15000,32,16,16,off,asynchronous,1000,32,73.0992,1000000,16040340,0,461231,0,215227,82145,5822926,461231,16083125,15579109,198
sandpile,./sandpile_sim,15000,64,16,4,off,asynchronous,1000,32,65.7694,1000000,15925249,0,346140,0,168767,78928,4620782,346140,16001320,15579109,203
sandpile,./sandpile_sim,15000,64,16,8,off,asynchronous,1000,32,68.4229,1000000,15964477,0,385368,0,182798,87546,5117671,385368,16036465,15579109,201
sandpile,./sandpile_sim,15000,64,16,12,off,asynchronous,1000,32,0.0237698,1000000,2381,0,523,0,186,170,5283,523,2437,1853,0
sandpile,./sandpile_sim,15000,64,16,16,off,asynchronous,1000,32,0.0600377,1000000,5457,0,910,0,463,282,11434,910,5659,4536,0
