Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Chain_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,2,off,asynchronous,1000,32,22.1027,10000,4932885,0,1169912,0,1232915,0,22640195,1169912,4995888,3762973,297
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,3,off,asynchronous,1000,32,25.5489,10000,5848590,0,2125697,0,1818401,0,37492652,2125697,6006035,3722893,285
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,4,off,asynchronous,1000,32,26.8017,10000,6297144,0,2592553,0,2074196,0,43972830,2592553,6452164,3704591,279
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,2,off,asynchronous,1000,32,20.3416,10000,5130414,0,1372613,0,1241744,17354,23467148,1372613,5157341,3757801,316
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,3,off,asynchronous,1000,32,23.3167,10000,5944708,0,2225924,0,1824549,11097,37785839,2225924,6059714,3718784,299
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,4,off,asynchronous,1000,32,25.5223,10000,6362762,0,2659150,0,2068610,11072,44347942,2659150,6492028,3703612,293
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,2,off,asynchronous,1000,32,19.5566,10000,5151223,0,1393165,0,1238416,16384,23410090,1393165,5178743,3758058,322
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,3,off,asynchronous,1000,32,22.427,10000,5895447,0,2177202,0,1824762,5848,37559320,2177202,6016123,3718245,303
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,4,off,asynchronous,1000,32,24.8208,10000,6405009,0,2703706,0,2066661,15228,44465110,2703706,6514415,3701303,299
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,2,off,asynchronous,1000,32,21.1005,10000,6684826,0,2927712,0,1259893,65252,24866556,2927712,6699996,3757114,345
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,3,off,asynchronous,1000,32,23.3292,10000,6954100,0,3237002,0,1831804,61167,38912496,3237002,7030526,3717098,327
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,4,off,asynchronous,1000,32,26.5154,10000,8496761,0,4793102,0,2031145,104164,44667493,4793102,8559443,3703659,332
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,2,off,asynchronous,1000,32,22.2296,10000,4932885,0,1169912,0,1232915,0,22640195,1169912,4995888,3762973,297
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,3,off,asynchronous,1000,32,25.408,10000,5850129,0,2128356,0,1822169,0,37387772,2128356,6005909,3721773,284
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,1,4,off,asynchronous,1000,32,26.7753,10000,6298497,0,2593001,0,2073745,0,44188653,2593001,6455222,3705496,280
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,2,off,asynchronous,1000,32,20.2648,10000,5102096,0,1343712,0,1238183,15536,23334557,1343712,5128528,3758384,314
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,3,off,asynchronous,1000,32,23.4976,10000,5949957,0,2232368,0,1829711,12579,38126274,2232368,6065214,3717589,299
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,2,4,off,asynchronous,1000,32,25.4413,10000,6358446,0,2655478,0,2067018,10499,44347386,2655478,6479231,3702968,292
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,2,off,asynchronous,1000,32,19.4922,10000,5187592,0,1428966,0,1239518,17761,23447229,1428966,5214811,3758626,323
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,3,off,asynchronous,1000,32,22.5357,10000,5915517,0,2196553,0,1823044,7969,37576095,2196553,6032859,3718964,303
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,3,4,off,asynchronous,1000,32,24.4037,10000,6375588,0,2675550,0,2068655,11974,44414124,2675550,6484399,3700038,298
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,2,off,asynchronous,1000,32,20.3964,10000,6370639,0,2612424,0,1255343,55098,24459329,2612424,6386482,3758215,346
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,3,off,asynchronous,1000,32,23.4615,10000,6957980,0,3240708,0,1836360,56982,38917474,3240708,7054502,3717272,323
epidemic,./epidemic_sim-mmodel_10k_ba.dat,15000,6,6,4,off,asynchronous,1000,32,26.4583,10000,8142692,0,4438332,0,2039780,93463,44662004,4438332,8223422,3704360,326
