Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Count,Block_Size,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
epidemic,./epidemic_sim,15000,6,1,32,off,asynchronous,1000,32,15.6946,10000,3893433,0,0,0,0,0,0,0,3893433,3893433,538
epidemic,./epidemic_sim,15000,6,1,64,off,asynchronous,1000,32,15.6748,10000,3893433,0,0,0,0,0,0,0,3893433,3893433,541
epidemic,./epidemic_sim,15000,6,1,128,off,asynchronous,1000,32,15.6336,10000,3893433,0,0,0,0,0,0,0,3893433,3893433,541
epidemic,./epidemic_sim,15000,6,1,256,off,asynchronous,1000,32,15.8582,10000,3893433,0,0,0,0,0,0,0,3893433,3893433,540
epidemic,./epidemic_sim,15000,6,2,32,off,asynchronous,1000,32,14.1254,10000,3893729,0,296,0,50,8,879,296,3893724,3893433,549
epidemic,./epidemic_sim,15000,6,2,64,off,asynchronous,1000,32,14.2523,10000,3893731,0,298,0,54,8,1143,298,3893724,3893433,548
epidemic,./epidemic_sim,15000,6,2,128,off,asynchronous,1000,32,14.2045,10000,3893549,0,116,0,21,2,479,116,3893542,3893433,534
epidemic,./epidemic_sim,15000,6,2,256,off,asynchronous,1000,32,14.4692,10000,3893497,0,64,0,16,0,220,64,3893496,3893433,539
epidemic,./epidemic_sim,15000,6,3,32,off,asynchronous,1000,32,14.229,10000,3893572,0,139,0,33,1,673,139,3893576,3893433,538
epidemic,./epidemic_sim,15000,6,3,64,off,asynchronous,1000,32,14.1402,10000,3893557,0,124,0,29,0,401,124,3893554,3893433,538
epidemic,./epidemic_sim,15000,6,3,128,off,asynchronous,1000,32,14.0946,10000,3893448,0,15,0,6,0,77,15,3893447,3893433,527
epidemic,./epidemic_sim,15000,6,3,256,off,asynchronous,1000,32,14.181,10000,3893520,0,87,0,21,0,378,87,3893517,3893433,531
epidemic,./epidemic_sim,15000,6,6,32,off,asynchronous,1000,32,13.9065,10000,3893663,0,230,0,72,0,1341,230,3893669,3893433,552
epidemic,./epidemic_sim,15000,6,6,64,off,asynchronous,1000,32,13.9862,10000,3893867,0,434,0,93,4,1442,434,3893857,3893433,565
epidemic,./epidemic_sim,15000,6,6,128,off,asynchronous,1000,32,14.0037,10000,3893767,0,334,0,75,1,1344,334,3893786,3893433,563
epidemic,./epidemic_sim,15000,6,6,256,off,asynchronous,1000,32,14.1954,10000,3893750,0,317,0,87,0,1300,317,3893755,3893433,556
epidemic,./epidemic_sim,15000,6,1,32,off,asynchronous,1000,32,15.5852,10000,3893433,0,0,0,0,0,0,0,3893433,3893433,539
epidemic,./epidemic_sim,15000,6,1,64,off,asynchronous,1000,32,15.4033,10000,3893433,0,0,0,0,0,0,0,3893433,3893433,535
epidemic,./epidemic_sim,15000,6,1,128,off,asynchronous,1000,32,15.5206,10000,3893433,0,0,0,0,0,0,0,3893433,3893433,541
epidemic,./epidemic_sim,15000,6,1,256,off,asynchronous,1000,32,15.6302,10000,3893433,0,0,0,0,0,0,0,3893433,3893433,544
epidemic,./epidemic_sim,15000,6,2,32,off,asynchronous,1000,32,14.3789,10000,3893514,0,81,0,17,1,302,81,3893515,3893433,540
epidemic,./epidemic_sim,15000,6,2,64,off,asynchronous,1000,32,14.1174,10000,3893557,0,124,0,23,1,368,124,3893556,3893433,543
epidemic,./epidemic_sim,15000,6,2,128,off,asynchronous,1000,32,14.4871,10000,3894044,0,611,0,83,17,1886,611,3894066,3893433,554
epidemic,./epidemic_sim,15000,6,2,256,off,asynchronous,1000,32,14.2107,10000,3893450,0,17,0,6,0,109,17,3893450,3893433,525
epidemic,./epidemic_sim,15000,6,3,32,off,asynchronous,1000,32,13.9118,10000,3893664,0,231,0,50,0,705,231,3893656,3893433,545
epidemic,./epidemic_sim,15000,6,3,64,off,asynchronous,1000,32,13.6087,10000,3893618,0,185,0,41,0,528,185,3893613,3893433,542
epidemic,./epidemic_sim,15000,6,3,128,off,asynchronous,1000,32,14.0134,10000,3893705,0,272,0,56,1,958,272,3893692,3893433,546
epidemic,./epidemic_sim,15000,6,3,256,off,asynchronous,1000,32,13.9642,10000,3893513,0,80,0,27,0,396,80,3893515,3893433,539
epidemic,./epidemic_sim,15000,6,6,32,off,asynchronous,1000,32,13.6511,10000,3893762,0,329,0,64,2,1326,329,3893743,3893433,557
epidemic,./epidemic_sim,15000,6,6,64,off,asynchronous,1000,32,13.6365,10000,3894202,0,769,0,137,8,3004,769,3894207,3893433,554
epidemic,./epidemic_sim,15000,6,6,128,off,asynchronous,1000,32,13.4515,10000,3893713,0,280,0,84,0,1505,280,3893715,3893433,552
epidemic,./epidemic_sim,15000,6,6,256,off,asynchronous,1000,32,13.7353,10000,3893871,0,438,0,105,0,1644,438,3893863,3893433,554
